date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:20:18	69/69	---MCZ	404	error ('Not%20Found')	application/json	date:Sun,%2021%20Mar%202021%2011:20:18%20GMT	https://partybot.net/robots.txt		(from )
14:20:18	3609/3609	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Mar%202021%2011:20:18%20GMT	https://partybot.net/	C:/My%20Web%20Sites/Party%20Bot/partybot.net/index.html	(from )
14:20:19	184945/184945	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Feb%202021%2007:42:10%20GMT	https://partybot.net/cdn/skull.png	C:/My%20Web%20Sites/Party%20Bot/partybot.net/cdn/skull.png	(from https://partybot.net/)
14:20:19	425/425	---MCZ	200	added ('OK')	text/html	date:Sun,%2021%20Mar%202021%2011:20:19%20GMT	https://partybot.net/noscript	C:/My%20Web%20Sites/Party%20Bot/partybot.net/noscript.html	(from https://partybot.net/)
14:20:19	1165/1165	---MCZ	200	added ('OK')	text/css	date:Sun,%2021%20Mar%202021%2011:20:19%20GMT	https://partybot.net/style.css	C:/My%20Web%20Sites/Party%20Bot/partybot.net/style.css	(from https://partybot.net/)
14:20:20	4116/4116	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2021%20Mar%202021%2011:20:20%20GMT	https://partybot.net/script.js	C:/My%20Web%20Sites/Party%20Bot/partybot.net/script.js	(from https://partybot.net/)
14:20:21	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260512e37-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/Party%20Bot/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://partybot.net/)
14:20:22	54812/54812	---M--	200	added ('OK')	font/woff	date:Thu,%2025%20Feb%202021%2007:42:10%20GMT	https://partybot.net/cdn/burbank.woff	C:/My%20Web%20Sites/Party%20Bot/partybot.net/cdn/burbank.woff	(from https://partybot.net/style.css)
14:20:26	1761953/1761953	---M--	200	added ('OK')	video/mp4	date:Fri,%2005%20Mar%202021%2012:52:21%20GMT	https://partybot.net/cdn/backgroundVideo.mp4	C:/My%20Web%20Sites/Party%20Bot/partybot.net/cdn/backgroundVideo.mp4	(from https://partybot.net/)
